,Compound Key,Smiles,SMILES,doi,Document ChEMBL ID,WT,L858R,L858R/T790M,L858R/T790M/C797S
2002,32,COC1CCN(c2nccc(Nc3cc4c(cn3)nc(CO)n4C(C)C)n2)CC1,COC1CCN(c2nccc(Nc3cc4c(cn3)nc(CO)n4C(C)C)n2)CC1,10.1021/acs.jmedchem.5b01412,CHEMBL3734664,1,1,1,-1
2003,14,COC1CCN(c2nccc(Nc3cc4c(cn3)ncn4C(C)C(F)(F)F)n2)CC1,COC1CCN(c2nccc(Nc3cc4c(cn3)ncn4C(C)C(F)(F)F)n2)CC1,10.1021/acs.jmedchem.5b01412,CHEMBL3734664,-1,1,1,-1
2004,9,COC1CCN(c2nccc(Nc3cc4c(cn3)ncn4C(C)C)n2)CC1,COC1CCN(c2nccc(Nc3cc4c(cn3)ncn4C(C)C)n2)CC1,10.1021/jm501578n,CHEMBL3351701,1,1,1,-1
2005,4,COC1CCN(c2nccc(Nc3cc4c(cn3)ncn4C3CC3)n2)CC1,COC1CCN(c2nccc(Nc3cc4c(cn3)ncn4C3CC3)n2)CC1,10.1021/acs.jmedchem.5b01412,CHEMBL3734664,-1,1,1,-1
2006,6,COC1CCN(c2nccc(Nc3cc4c(cn3)ncn4C3CCC3)n2)CC1,COC1CCN(c2nccc(Nc3cc4c(cn3)ncn4C3CCC3)n2)CC1,10.1021/acs.jmedchem.5b01412,CHEMBL3734664,-1,1,1,-1
2007,1,COC1CCN(c2nccc(Nc3cc4c(cn3)ncn4C3CCCC3)n2)CC1,COC1CCN(c2nccc(Nc3cc4c(cn3)ncn4C3CCCC3)n2)CC1,10.1021/acs.jmedchem.5b01412,CHEMBL3734664,-1,1,1,-1
2008,12,COC1CCN(c2nccc(Nc3cc4c(cn3)ncn4C3CCCCC3)n2)CC1,COC1CCN(c2nccc(Nc3cc4c(cn3)ncn4C3CCCCC3)n2)CC1,10.1021/acs.jmedchem.5b01412,CHEMBL3734664,-1,1,1,-1
2009,10,COC1CCN(c2nccc(Nc3cc4c(cn3)ncn4C3CCOC3)n2)CC1,COC1CCN(c2nccc(Nc3cc4c(cn3)ncn4C3CCOC3)n2)CC1,10.1021/acs.jmedchem.5b01412,CHEMBL3734664,-1,1,1,-1
2010,13,COC1CCN(c2nccc(Nc3cc4c(cn3)ncn4C3CCOCC3)n2)CC1,COC1CCN(c2nccc(Nc3cc4c(cn3)ncn4C3CCOCC3)n2)CC1,10.1021/acs.jmedchem.5b01412,CHEMBL3734664,-1,1,1,-1
2011,11,COC1CCN(c2nccc(Nc3cc4c(cn3)ncn4CC(F)(F)F)n2)CC1,COC1CCN(c2nccc(Nc3cc4c(cn3)ncn4CC(F)(F)F)n2)CC1,10.1021/acs.jmedchem.5b01412,CHEMBL3734664,-1,1,1,-1
2012,3a,COc1ccncc1-c1cc(C(=O)/N=c2\[nH]c3ccccc3n2CC(C)(C)O)ccn1,COc1ccncc1-c1cc(C(=O)/N=c2\[nH]c3ccccc3n2CC(C)(C)O)ccn1,10.1021/acs.jmedchem.9b01169,CHEMBL4321840,0,1,1,1
2013,19,COC1CN(c2ncc(C(C)C)c3cc(Nc4ccnc(N5CC[C@@H](O)[C@@](C)(F)C5)n4)ncc23)C1,COC1CN(c2ncc(C(C)C)c3cc(Nc4ccnc(N5CC[C@@H](O)[C@@](C)(F)C5)n4)ncc23)C1,10.1021/acs.jmedchem.2c00704,CHEMBL5137066,0,1,1,1
2014,11,COc1cnc(Nc2ccc(N3CCC4(CCN(C)CC4)CC3)c(C)c2)nc1Nc1ccccc1P(C)(C)=O,COc1cnc(Nc2ccc(N3CCC4(CCN(C)CC4)CC3)c(C)c2)nc1Nc1ccccc1P(C)(C)=O,0,378,1,1,1,-1
2015,45,COc1cnc(Nc2ccc3c(cnn3CCN(C)C)c2)nc1-c1cn(C)c2ccccc12,COc1cnc(Nc2ccc3c(cnn3CCN(C)C)c2)nc1-c1cn(C)c2ccccc12,,31,-1,1,1,1
2016,1d,COc1nc(NCCN2CCOCC2)nc(Nc2ccc(Cl)cc2)n1,COc1nc(NCCN2CCOCC2)nc(Nc2ccc(Cl)cc2)n1,10.1016/j.bmcl.2011.12.067,CHEMBL1944545,0,-1,0,0
2017,580053,COc1ncc(-c2c(C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc3n([C@H]3CCCN(C(C)=O)C3)c2=O)cn1,COc1ncc(-c2c(C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc3n([C@H]3CCCN(C(C)=O)C3)c2=O)cn1,0,340,0,0,0,0
2018,9,COCC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCC(N(C)C)CC1,COCC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCC(N(C)C)CC1,,4,1,1,1,1
2019,20,COCC1(OC)CCN(c2nccc(Nc3cc4c(cn3)nc(C)n4C(C)C)n2)CC1,COCC1(OC)CCN(c2nccc(Nc3cc4c(cn3)nc(C)n4C(C)C)n2)CC1,10.1021/acs.jmedchem.5b01412,CHEMBL3734664,-1,1,1,-1
2020,8j,COCC1CN(C2CCN(c3cc(OC)c(Nc4ncc(Br)c(Nc5ccc6c(c5P(C)(C)=O)OCCO6)n4)cc3C)CC2)C1,COCC1CN(C2CCN(c3cc(OC)c(Nc4ncc(Br)c(Nc5ccc6c(c5P(C)(C)=O)OCCO6)n4)cc3C)CC2)C1,10.1016/j.bmc.2022.116907,CHEMBL5113487,1,1,1,1
2021,20,COCC1CN(c2ncc(C(C)C)c3cc(Nc4ccnc(N5CC[C@@H](O)[C@@](C)(F)C5)n4)ncc23)C1,COCC1CN(c2ncc(C(C)C)c3cc(Nc4ccnc(N5CC[C@@H](O)[C@@](C)(F)C5)n4)ncc23)C1,10.1021/acs.jmedchem.2c00704,CHEMBL5137066,0,1,1,1
2022,8i,COCCCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,COCCCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,10.1016/j.bmc.2013.09.049,CHEMBL3091333,1,-1,0,0
2023,8b,COCCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,COCCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,10.1016/j.bmc.2013.09.049,CHEMBL3091333,1,0,0,0
2024,9a,COCCNC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,COCCNC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,10.1016/j.bmc.2014.01.035,CHEMBL3233010,0,1,1,-1
2025,3f,COCCOc1cc2ncnc(Nc3ccc(C(=O)NC45CC6CC(CC(C6)C4)C5)cc3)c2cc1OCCOC,COCCOc1cc2ncnc(Nc3ccc(C(=O)NC45CC6CC(CC(C6)C4)C5)cc3)c2cc1OCCOC,10.1016/j.ejmech.2016.01.045,CHEMBL3763063,1,1,1,-1
2026,25l,COCCOc1cc2ncnc(Nc3ccc(NC(=O)C(c4ccccc4)N4Cc5ccccc5C4=O)cc3F)c2cc1OCCOC,COCCOc1cc2ncnc(Nc3ccc(NC(=O)C(c4ccccc4)N4Cc5ccccc5C4=O)cc3F)c2cc1OCCOC,10.1021/acsmedchemlett.8b00564,CHEMBL4396901,1,1,1,1
2027,4f,COCCOc1cc2ncnc(Nc3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)c(C#N)c3)c2cc1OCCOC,COCCOc1cc2ncnc(Nc3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)c(C#N)c3)c2cc1OCCOC,10.1016/j.ejmech.2016.01.045,CHEMBL3763063,1,1,1,-1
2028,4d,COCCOc1cc2ncnc(Nc3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)c(C)c3)c2cc1OCCOC,COCCOc1cc2ncnc(Nc3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)c(C)c3)c2cc1OCCOC,10.1016/j.ejmech.2016.01.045,CHEMBL3763063,1,1,1,-1
2029,4e,COCCOc1cc2ncnc(Nc3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)c(OC)c3)c2cc1OCCOC,COCCOc1cc2ncnc(Nc3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)c(OC)c3)c2cc1OCCOC,10.1016/j.ejmech.2016.01.045,CHEMBL3763063,1,1,1,-1
2030,4c,COCCOc1cc2ncnc(Nc3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)cc3C)c2cc1OCCOC,COCCOc1cc2ncnc(Nc3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)cc3C)c2cc1OCCOC,10.1016/j.ejmech.2016.01.045,CHEMBL3763063,1,1,1,-1
2031,4a,COCCOc1cc2ncnc(Nc3cccc(NC(=O)C45CC6CC(CC(C6)C4)C5)c3)c2cc1OCCOC,COCCOc1cc2ncnc(Nc3cccc(NC(=O)C45CC6CC(CC(C6)C4)C5)c3)c2cc1OCCOC,10.1016/j.ejmech.2016.01.045,CHEMBL3763063,1,1,1,-1
2032,8--56,COCCOc1ccc(Nc2ncc3nc(Nc4ccccc4)n(C4CCCC4)c3n2)cc1,COCCOc1ccc(Nc2ncc3nc(Nc4ccccc4)n(C4CCCC4)c3n2)cc1,,CHEMBL3638579,1,0,0,0
2033,15e,COCCOOc1ccc(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)cc1,COCCOOc1ccc(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)cc1,0,90,-1,-1,-1,0
2034,3a,CP(C)(=O)c1ccccc1Nc1nc(NCCN2CCOCC2)ncc1Br,CP(C)(=O)c1ccccc1Nc1nc(NCCN2CCOCC2)ncc1Br,,54,-1,-1,-1,0
2035,8e,CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc4c(C(=O)Nc5cccc(F)c5)cccc4c3)n2)c1,CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc4c(C(=O)Nc5cccc(F)c5)cccc4c3)n2)c1,10.1039/C5MD00191A,CHEMBL3739296,0,0,0,0
2036,3k,CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc4c(C(=O)Nc5ccccc5)cccc4c3)n2)c1,CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc4c(C(=O)Nc5ccccc5)cccc4c3)n2)c1,10.1039/C5MD00191A,CHEMBL3739296,0,0,0,0
2037,8n,CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc4c(C(=O)Nc5cccnc5)cccc4c3)n2)c1,CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc4c(C(=O)Nc5cccnc5)cccc4c3)n2)c1,10.1039/C5MD00191A,CHEMBL3739296,0,0,0,0
2038,8c,CS(=O)(=O)CCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,CS(=O)(=O)CCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,10.1016/j.bmc.2013.09.049,CHEMBL3091333,1,1,1,-1
2039,9c,CS(=O)(=O)CCNC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,CS(=O)(=O)CCNC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,10.1016/j.bmc.2014.01.035,CHEMBL3233010,1,1,1,-1
2040,Lapatinib,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,10.1016/j.ejmech.2018.01.090,CHEMBL4145533,1,1,0,0
2041,9r,CSC1CCN(C/C=C/C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2)CC1,CSC1CCN(C/C=C/C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2)CC1,10.1016/j.bmc.2014.01.035,CHEMBL3233010,1,1,1,-1
2042,12,CSc1nc(-c2cc(NC(=O)Cc3ccccc3)cs2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cc(NC(=O)Cc3ccccc3)cs2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,0,0,0
2043,46,CSc1nc(-c2ccc(F)c(NC(=O)c3c(F)cccc3F)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2ccc(F)c(NC(=O)c3c(F)cccc3F)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,1,0,0
2044,51,CSc1nc(-c2ccc(F)c(NC(=O)c3cc(F)cc(F)c3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2ccc(F)c(NC(=O)c3cc(F)cc(F)c3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,1,0,0
2045,44,CSc1nc(-c2ccc(F)c(NC(=O)c3ccccc3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2ccc(F)c(NC(=O)c3ccccc3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,1,0,0
2046,52,CSc1nc(-c2ccc(F)c(NC(=O)Cc3c(F)cccc3F)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2ccc(F)c(NC(=O)Cc3c(F)cccc3F)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,1,0,0
2047,5,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)[nH]1,,15,-1,0,0,0
2048,24,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,10.1016/j.ejmech.2020.112995,CHEMBL5214888,1,1,1,0
2049,1,CSc1nc(-c2cccc(CN3C(=O)c4ccccc4Nc4ccc(F)cc43)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(CN3C(=O)c4ccccc4Nc4ccc(F)cc43)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,,15,0,0,0,0
2050,35,CSc1nc(-c2cccc(N)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(N)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,0,0,0,0
2051,48,CSc1nc(-c2cccc(NC(=O)c3c(F)cc(F)cc3F)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)c3c(F)cc(F)cc3F)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,1,0,0
2052,LN3844,CSc1nc(-c2cccc(NC(=O)c3c(F)ccc(O)c3CN3C(=O)c4ccccc4C3=O)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)c3c(F)ccc(O)c3CN3C(=O)c4ccccc4C3=O)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,10.1021/acs.jmedchem.1c00848,CHEMBL5154643,1,1,1,1
2053,68,CSc1nc(-c2cccc(NC(=O)c3c(F)ccc(O)c3CN3C(=O)c4ccccc4C3=O)c2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)c3c(F)ccc(O)c3CN3C(=O)c4ccccc4C3=O)c2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,0,131,0,0,0,0
2054,LN3843,CSc1nc(-c2cccc(NC(=O)c3c(F)ccc(O)c3CN3Cc4ccccc4C3=O)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)c3c(F)ccc(O)c3CN3Cc4ccccc4C3=O)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,10.1021/acs.jmedchem.1c00848,CHEMBL5154643,0,1,0,0
2055,58,CSc1nc(-c2cccc(NC(=O)c3c(F)ccc(O)c3CN3Cc4ccccc4C3=O)c2)c[nH]1,CSc1nc(-c2cccc(NC(=O)c3c(F)ccc(O)c3CN3Cc4ccccc4C3=O)c2)c[nH]1,0,131,0,0,0,0
2056,40,CSc1nc(-c2cccc(NC(=O)c3c(F)cccc3CN3CC4CC=CC=C4C3=O)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)c3c(F)cccc3CN3CC4CC=CC=C4C3=O)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,0,1,1,1
2057,10,CSc1nc(-c2cccc(NC(=O)c3c(F)cccc3F)c2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)c3c(F)cccc3F)c2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,0,131,1,1,0,0
2058,6,CSc1nc(-c2cccc(NC(=O)c3cc(CN4Cc5ccccc5C4=O)ccc3F)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)c3cc(CN4Cc5ccccc5C4=O)ccc3F)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,,77,0,1,1,0
2059,50,CSc1nc(-c2cccc(NC(=O)c3cc(F)cc(F)c3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)c3cc(F)cc(F)c3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,1,0,0
2060,LN3753,CSc1nc(-c2cccc(NC(=O)c3cc(O)ccc3F)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)c3cc(O)ccc3F)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,10.1021/acs.jmedchem.1c00848,CHEMBL5154643,1,1,1,1
2061,60,CSc1nc(-c2cccc(NC(=O)c3cc(O)ccc3F)c2)c[nH]1,CSc1nc(-c2cccc(NC(=O)c3cc(O)ccc3F)c2)c[nH]1,0,131,0,0,0,0
2062,3,CSc1nc(-c2cccc(NC(=O)C3CC3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)C3CC3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,0,0,0
2063,2,CSc1nc(-c2cccc(NC(=O)c3ccc(F)cc3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)c3ccc(F)cc3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,1,0,0
2064,7,CSc1nc(-c2cccc(NC(=O)c3ccc(O)c(CN4Cc5ccccc5C4=O)c3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)c3ccc(O)c(CN4Cc5ccccc5C4=O)c3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,,77,1,1,1,1
2065,54,CSc1nc(-c2cccc(NC(=O)c3ccc4ccccc4c3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)c3ccc4ccccc4c3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,0,0,0
2066,4,CSc1nc(-c2cccc(NC(=O)c3cccc(CN4C(=O)c5ccccc5C4=O)c3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)c3cccc(CN4C(=O)c5ccccc5C4=O)c3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,,77,1,1,1,0
2067,3,CSc1nc(-c2cccc(NC(=O)c3cccc(CN4Cc5ccccc5C4=O)c3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)c3cccc(CN4Cc5ccccc5C4=O)c3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,,77,0,1,1,1
2068,4,CSc1nc(-c2cccc(NC(=O)c3cccc(F)c3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)c3cccc(F)c3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,1,1,-1
2069,2,CSc1nc(-c2cccc(NC(=O)c3cccc(O)c3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)c3cccc(O)c3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,,77,1,1,1,1
2070,8,CSc1nc(-c2cccc(NC(=O)c3cccc(O)c3CN3Cc4ccccc4C3=O)c2)c(-c2cc(NC(C)=O)ncc2Cl)[nH]1,CSc1nc(-c2cccc(NC(=O)c3cccc(O)c3CN3Cc4ccccc4C3=O)c2)c(-c2cc(NC(C)=O)ncc2Cl)[nH]1,,77,0,1,0,0
2071,14,CSc1nc(-c2cccc(NC(=O)c3cccc(O)c3CN3Cc4ccccc4C3=O)c2)c(-c2ccnc(Nc3ccc(N4CCNCC4)cc3)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)c3cccc(O)c3CN3Cc4ccccc4C3=O)c2)c(-c2ccnc(Nc3ccc(N4CCNCC4)cc3)c2)[nH]1,,77,1,1,1,1
2072,11,CSc1nc(-c2cccc(NC(=O)c3cccc(O)c3CN3Cc4ccccc4C3=O)c2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)c3cccc(O)c3CN3Cc4ccccc4C3=O)c2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,,77,1,1,1,1
2073,1,CSc1nc(-c2cccc(NC(=O)C3CCCC3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)C3CCCC3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,0,0,0
2074,49,CSC1NC(c2cccc(NC(=O)c3cccc4c3ccn4C)c2)=C(c2ccnc(NC(C)=O)c2)N1,CSC1NC(c2cccc(NC(=O)c3cccc4c3ccn4C)c2)=C(c2ccnc(NC(C)=O)c2)N1,0,131,-1,1,0,0
2075,2,CSc1nc(-c2cccc(NC(=O)c3cccc4c3NC(=O)c3ccccc3N4)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)c3cccc4c3NC(=O)c3ccccc3N4)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,,15,1,1,1,1
2076,45,CSc1nc(-c2cccc(NC(=O)c3cccc4ccccc34)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)c3cccc4ccccc34)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,1,1,-1
2077,1,CSc1nc(-c2cccc(NC(=O)c3ccccc3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)c3ccccc3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,,77,1,1,1,1
2078,63,CSc1nc(-c2cccc(NC(=O)c3ccccc3CN3C(=O)c4ccccc4C3=O)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)c3ccccc3CN3C(=O)c4ccccc4C3=O)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,0,1,0,1
2079,67,CSc1nc(-c2cccc(NC(=O)c3ccccc3CN3C(=O)c4ccccc4C3=O)c2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)c3ccccc3CN3C(=O)c4ccccc4C3=O)c2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,0,131,0,0,0,0
2080,47,CSc1nc(-c2cccc(NC(=O)c3ccccc3CN3Cc4ccccc4C3=O)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)c3ccccc3CN3Cc4ccccc4C3=O)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,0,1,1,1
2081,69,CSc1nc(-c2cccc(NC(=O)c3ccccc3CN3Cc4ccccc4C3=O)c2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)c3ccccc3CN3Cc4ccccc4C3=O)c2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,0,131,0,0,0,0
2082,13,CSc1nc(-c2cccc(NC(=O)c3ccccn3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)c3ccccn3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,1,0,0
2083,14,CSc1nc(-c2cccc(NC(=O)c3cccnc3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)c3cccnc3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,1,0,0
2084,36,CSc1nc(-c2cccc(NC(=O)c3ccncc3)c2)c(C2=CCNC(NC(C)=O)=C2)[nH]1,CSc1nc(-c2cccc(NC(=O)c3ccncc3)c2)c(C2=CCNC(NC(C)=O)=C2)[nH]1,0,131,-1,0,0,0
2085,53,CSc1nc(-c2cccc(NC(=O)Cc3c(F)cccc3F)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)Cc3c(F)cccc3F)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,0,1,0
2086,37,CSc1nc(-c2cccc(NC(=O)CCc3ccccc3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)CCc3ccccc3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,0,0,0
2087,15,CSc1nc(-c2cccc(NC(=O)Nc3ccc(Br)cc3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)Nc3ccc(Br)cc3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,0,0,0
2088,18,CSc1nc(-c2cccc(NC(=O)Nc3ccc(F)c(Cl)c3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)Nc3ccc(F)c(Cl)c3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,0,0,0
2089,17,CSc1nc(-c2cccc(NC(=O)Nc3ccc(F)cc3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)Nc3ccc(F)cc3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,0,0,0
2090,16,CSc1nc(-c2cccc(NC(=O)Nc3cccc(C(F)(F)F)c3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)Nc3cccc(C(F)(F)F)c3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,1,1,-1
2091,5,CSc1nc(-c2cccc(NC(=O)Nc3ccccc3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NC(=O)Nc3ccccc3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,0,0,0
2092,6,CSc1nc(-c2cccc(NS(=O)(=O)C3CC3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NS(=O)(=O)C3CC3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,1,0,0
